# 7.010E-01  1.000E-02  X, Z
#    17                 No. of Elements
#     1   9.052E-01     Atomic No., Normalised Abundance
#     2   9.399E-02
#     6   1.882E-04
#     7   4.949E-05
#     8   3.932E-04
#    10   6.234E-05
#    11   1.132E-06
#    12   2.016E-05
#    13   1.568E-06
#    14   1.882E-05
#    16   8.605E-06
#    18   1.759E-06
#    20   1.216E-06
#    24   2.478E-07
#    25   1.300E-07
#    26   1.716E-05
#    28   9.408E-07
#    t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   6.069E+00  -1.892E+00  -2.099E+00   1.076E+00  -3.196E+00   7.979E-01
   6.066E+00  -1.899E+00  -2.098E+00   1.079E+00  -3.203E+00   7.970E-01
   6.064E+00  -1.906E+00  -2.097E+00   1.082E+00  -3.209E+00   7.961E-01
   6.061E+00  -1.914E+00  -2.096E+00   1.085E+00  -3.216E+00   7.951E-01
   6.058E+00  -1.921E+00  -2.095E+00   1.088E+00  -3.223E+00   7.940E-01
   6.055E+00  -1.928E+00  -2.094E+00   1.092E+00  -3.231E+00   7.929E-01
   6.052E+00  -1.935E+00  -2.093E+00   1.095E+00  -3.238E+00   7.917E-01
   6.050E+00  -1.942E+00  -2.091E+00   1.099E+00  -3.246E+00   7.905E-01
   6.047E+00  -1.950E+00  -2.089E+00   1.103E+00  -3.253E+00   7.891E-01
   6.044E+00  -1.957E+00  -2.088E+00   1.107E+00  -3.261E+00   7.877E-01
   6.041E+00  -1.964E+00  -2.086E+00   1.111E+00  -3.268E+00   7.862E-01
   6.038E+00  -1.971E+00  -2.084E+00   1.115E+00  -3.274E+00   7.846E-01
   6.035E+00  -1.978E+00  -2.081E+00   1.120E+00  -3.281E+00   7.828E-01
   6.033E+00  -1.981E+00  -2.080E+00   1.123E+00  -3.284E+00   7.818E-01
   6.030E+00  -1.988E+00  -2.077E+00   1.128E+00  -3.290E+00   7.799E-01
   6.027E+00  -1.995E+00  -2.075E+00   1.133E+00  -3.295E+00   7.779E-01
   6.023E+00  -2.001E+00  -2.071E+00   1.138E+00  -3.299E+00   7.757E-01
   6.020E+00  -2.008E+00  -2.068E+00   1.144E+00  -3.303E+00   7.733E-01
   6.017E+00  -2.014E+00  -2.064E+00   1.150E+00  -3.307E+00   7.707E-01
   6.013E+00  -2.021E+00  -2.061E+00   1.157E+00  -3.309E+00   7.679E-01
   6.010E+00  -2.027E+00  -2.056E+00   1.164E+00  -3.311E+00   7.649E-01
   6.006E+00  -2.033E+00  -2.052E+00   1.171E+00  -3.312E+00   7.616E-01
   6.002E+00  -2.039E+00  -2.046E+00   1.179E+00  -3.312E+00   7.581E-01
   5.999E+00  -2.045E+00  -2.040E+00   1.187E+00  -3.311E+00   7.541E-01
   5.995E+00  -2.051E+00  -2.035E+00   1.196E+00  -3.309E+00   7.500E-01
   5.991E+00  -2.057E+00  -2.029E+00   1.204E+00  -3.306E+00   7.458E-01
   5.987E+00  -2.063E+00  -2.023E+00   1.213E+00  -3.303E+00   7.415E-01
   5.983E+00  -2.069E+00  -2.017E+00   1.222E+00  -3.300E+00   7.371E-01
   5.979E+00  -2.075E+00  -2.011E+00   1.230E+00  -3.296E+00   7.327E-01
   5.975E+00  -2.081E+00  -2.005E+00   1.239E+00  -3.292E+00   7.283E-01
   5.971E+00  -2.087E+00  -1.999E+00   1.247E+00  -3.288E+00   7.238E-01
   5.967E+00  -2.093E+00  -1.994E+00   1.256E+00  -3.283E+00   7.193E-01
   5.963E+00  -2.099E+00  -1.988E+00   1.265E+00  -3.278E+00   7.147E-01
   5.959E+00  -2.105E+00  -1.982E+00   1.273E+00  -3.273E+00   7.102E-01
   5.955E+00  -2.111E+00  -1.976E+00   1.282E+00  -3.267E+00   7.056E-01
   5.951E+00  -2.117E+00  -1.970E+00   1.291E+00  -3.262E+00   7.011E-01
   5.947E+00  -2.123E+00  -1.964E+00   1.299E+00  -3.256E+00   6.965E-01
   5.943E+00  -2.129E+00  -1.958E+00   1.308E+00  -3.251E+00   6.920E-01
   5.939E+00  -2.135E+00  -1.953E+00   1.317E+00  -3.246E+00   6.874E-01
   5.935E+00  -2.141E+00  -1.947E+00   1.326E+00  -3.241E+00   6.829E-01
   5.931E+00  -2.147E+00  -1.941E+00   1.334E+00  -3.237E+00   6.784E-01
   5.927E+00  -2.153E+00  -1.935E+00   1.343E+00  -3.232E+00   6.739E-01
   5.923E+00  -2.159E+00  -1.929E+00   1.352E+00  -3.228E+00   6.694E-01
   5.919E+00  -2.165E+00  -1.923E+00   1.361E+00  -3.225E+00   6.649E-01
   5.915E+00  -2.171E+00  -1.918E+00   1.369E+00  -3.221E+00   6.604E-01
   5.911E+00  -2.177E+00  -1.912E+00   1.378E+00  -3.218E+00   6.559E-01
   5.908E+00  -2.183E+00  -1.906E+00   1.387E+00  -3.215E+00   6.515E-01
   5.904E+00  -2.189E+00  -1.900E+00   1.396E+00  -3.212E+00   6.470E-01
   5.900E+00  -2.195E+00  -1.894E+00   1.405E+00  -3.209E+00   6.426E-01
   5.896E+00  -2.201E+00  -1.888E+00   1.413E+00  -3.206E+00   6.382E-01
   5.892E+00  -2.207E+00  -1.882E+00   1.422E+00  -3.203E+00   6.338E-01
   5.888E+00  -2.213E+00  -1.877E+00   1.431E+00  -3.198E+00   6.295E-01
   5.884E+00  -2.219E+00  -1.871E+00   1.440E+00  -3.193E+00   6.252E-01
   5.880E+00  -2.225E+00  -1.865E+00   1.449E+00  -3.187E+00   6.209E-01
   5.876E+00  -2.231E+00  -1.859E+00   1.458E+00  -3.180E+00   6.167E-01
   5.872E+00  -2.237E+00  -1.853E+00   1.467E+00  -3.172E+00   6.125E-01
   5.868E+00  -2.243E+00  -1.847E+00   1.475E+00  -3.164E+00   6.084E-01
   5.864E+00  -2.249E+00  -1.841E+00   1.484E+00  -3.155E+00   6.043E-01
   5.860E+00  -2.255E+00  -1.836E+00   1.493E+00  -3.146E+00   6.003E-01
   5.856E+00  -2.261E+00  -1.830E+00   1.502E+00  -3.136E+00   5.964E-01
   5.852E+00  -2.267E+00  -1.824E+00   1.511E+00  -3.125E+00   5.925E-01
   5.848E+00  -2.273E+00  -1.818E+00   1.520E+00  -3.114E+00   5.887E-01
   5.844E+00  -2.279E+00  -1.812E+00   1.528E+00  -3.103E+00   5.850E-01
   5.840E+00  -2.286E+00  -1.806E+00   1.537E+00  -3.092E+00   5.814E-01
   5.836E+00  -2.292E+00  -1.800E+00   1.546E+00  -3.082E+00   5.779E-01
   5.832E+00  -2.298E+00  -1.795E+00   1.554E+00  -3.072E+00   5.745E-01
   5.828E+00  -2.304E+00  -1.789E+00   1.563E+00  -3.062E+00   5.711E-01
   5.824E+00  -2.310E+00  -1.783E+00   1.572E+00  -3.052E+00   5.679E-01
   5.820E+00  -2.316E+00  -1.777E+00   1.581E+00  -3.043E+00   5.647E-01
   5.817E+00  -2.322E+00  -1.771E+00   1.589E+00  -3.034E+00   5.616E-01
   5.813E+00  -2.328E+00  -1.765E+00   1.598E+00  -3.025E+00   5.586E-01
   5.809E+00  -2.334E+00  -1.759E+00   1.606E+00  -3.016E+00   5.557E-01
   5.805E+00  -2.340E+00  -1.754E+00   1.615E+00  -3.007E+00   5.528E-01
   5.801E+00  -2.346E+00  -1.748E+00   1.624E+00  -2.999E+00   5.500E-01
   5.797E+00  -2.352E+00  -1.742E+00   1.632E+00  -2.990E+00   5.473E-01
   5.793E+00  -2.358E+00  -1.736E+00   1.641E+00  -2.981E+00   5.446E-01
   5.789E+00  -2.364E+00  -1.730E+00   1.649E+00  -2.972E+00   5.420E-01
   5.785E+00  -2.370E+00  -1.724E+00   1.658E+00  -2.963E+00   5.395E-01
   5.781E+00  -2.376E+00  -1.718E+00   1.666E+00  -2.953E+00   5.370E-01
   5.777E+00  -2.382E+00  -1.713E+00   1.674E+00  -2.942E+00   5.345E-01
   5.773E+00  -2.388E+00  -1.707E+00   1.683E+00  -2.931E+00   5.321E-01
   5.769E+00  -2.394E+00  -1.701E+00   1.691E+00  -2.920E+00   5.297E-01
   5.765E+00  -2.400E+00  -1.695E+00   1.700E+00  -2.908E+00   5.274E-01
   5.761E+00  -2.406E+00  -1.689E+00   1.708E+00  -2.896E+00   5.251E-01
   5.757E+00  -2.412E+00  -1.683E+00   1.716E+00  -2.883E+00   5.229E-01
   5.753E+00  -2.418E+00  -1.678E+00   1.724E+00  -2.870E+00   5.207E-01
   5.749E+00  -2.424E+00  -1.672E+00   1.733E+00  -2.856E+00   5.185E-01
   5.745E+00  -2.430E+00  -1.666E+00   1.741E+00  -2.843E+00   5.164E-01
   5.741E+00  -2.436E+00  -1.660E+00   1.749E+00  -2.831E+00   5.143E-01
   5.737E+00  -2.442E+00  -1.654E+00   1.757E+00  -2.819E+00   5.123E-01
   5.733E+00  -2.448E+00  -1.648E+00   1.765E+00  -2.809E+00   5.103E-01
   5.729E+00  -2.454E+00  -1.642E+00   1.773E+00  -2.800E+00   5.084E-01
   5.726E+00  -2.460E+00  -1.637E+00   1.781E+00  -2.792E+00   5.067E-01
   5.722E+00  -2.466E+00  -1.631E+00   1.789E+00  -2.786E+00   5.050E-01
   5.718E+00  -2.472E+00  -1.625E+00   1.797E+00  -2.781E+00   5.034E-01
   5.714E+00  -2.478E+00  -1.619E+00   1.805E+00  -2.777E+00   5.020E-01
   5.710E+00  -2.484E+00  -1.613E+00   1.813E+00  -2.774E+00   5.006E-01
   5.706E+00  -2.490E+00  -1.607E+00   1.821E+00  -2.774E+00   4.994E-01
   5.702E+00  -2.496E+00  -1.601E+00   1.829E+00  -2.774E+00   4.983E-01
   5.698E+00  -2.502E+00  -1.596E+00   1.837E+00  -2.777E+00   4.974E-01
   5.694E+00  -2.508E+00  -1.590E+00   1.845E+00  -2.781E+00   4.966E-01
   5.690E+00  -2.514E+00  -1.584E+00   1.853E+00  -2.786E+00   4.958E-01
   5.686E+00  -2.520E+00  -1.578E+00   1.861E+00  -2.792E+00   4.952E-01
   5.682E+00  -2.526E+00  -1.572E+00   1.869E+00  -2.799E+00   4.946E-01
   5.678E+00  -2.532E+00  -1.566E+00   1.877E+00  -2.807E+00   4.941E-01
   5.674E+00  -2.538E+00  -1.560E+00   1.885E+00  -2.817E+00   4.936E-01
   5.670E+00  -2.544E+00  -1.555E+00   1.894E+00  -2.826E+00   4.932E-01
   5.666E+00  -2.550E+00  -1.549E+00   1.902E+00  -2.837E+00   4.928E-01
   5.662E+00  -2.556E+00  -1.543E+00   1.910E+00  -2.848E+00   4.925E-01
   5.658E+00  -2.562E+00  -1.537E+00   1.918E+00  -2.860E+00   4.921E-01
   5.654E+00  -2.568E+00  -1.531E+00   1.927E+00  -2.873E+00   4.918E-01
   5.650E+00  -2.574E+00  -1.525E+00   1.935E+00  -2.886E+00   4.915E-01
   5.646E+00  -2.580E+00  -1.519E+00   1.944E+00  -2.899E+00   4.911E-01
   5.642E+00  -2.586E+00  -1.514E+00   1.952E+00  -2.913E+00   4.908E-01
   5.638E+00  -2.592E+00  -1.508E+00   1.961E+00  -2.926E+00   4.904E-01
   5.635E+00  -2.598E+00  -1.502E+00   1.970E+00  -2.939E+00   4.900E-01
   5.631E+00  -2.604E+00  -1.496E+00   1.978E+00  -2.951E+00   4.896E-01
   5.627E+00  -2.610E+00  -1.490E+00   1.987E+00  -2.964E+00   4.891E-01
   5.623E+00  -2.616E+00  -1.484E+00   1.996E+00  -2.976E+00   4.887E-01
   5.619E+00  -2.622E+00  -1.478E+00   2.005E+00  -2.989E+00   4.883E-01
   5.617E+00  -2.625E+00  -1.475E+00   2.009E+00  -2.995E+00   4.881E-01
 
