# 7.010E-01  1.000E-02  X, Z
#    17                 No. of Elements
#     1   9.052E-01     Atomic No., Normalised Abundance
#     2   9.399E-02
#     6   1.882E-04
#     7   4.949E-05
#     8   3.932E-04
#    10   6.234E-05
#    11   1.132E-06
#    12   2.016E-05
#    13   1.568E-06
#    14   1.882E-05
#    16   8.605E-06
#    18   1.759E-06
#    20   1.216E-06
#    24   2.478E-07
#    25   1.300E-07
#    26   1.716E-05
#    28   9.408E-07
#    t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   6.712E+00   4.634E-01  -1.673E+00   4.466E-01  -2.915E+00   3.676E-01
   6.710E+00   4.553E-01  -1.676E+00   4.491E-01  -2.919E+00   3.676E-01
   6.708E+00   4.472E-01  -1.678E+00   4.517E-01  -2.924E+00   3.676E-01
   6.706E+00   4.391E-01  -1.680E+00   4.543E-01  -2.928E+00   3.677E-01
   6.705E+00   4.310E-01  -1.683E+00   4.569E-01  -2.933E+00   3.677E-01
   6.703E+00   4.229E-01  -1.685E+00   4.595E-01  -2.938E+00   3.678E-01
   6.701E+00   4.148E-01  -1.688E+00   4.622E-01  -2.942E+00   3.678E-01
   6.699E+00   4.067E-01  -1.690E+00   4.648E-01  -2.947E+00   3.679E-01
   6.697E+00   3.986E-01  -1.692E+00   4.674E-01  -2.951E+00   3.680E-01
   6.695E+00   3.905E-01  -1.695E+00   4.700E-01  -2.956E+00   3.681E-01
   6.693E+00   3.823E-01  -1.697E+00   4.727E-01  -2.960E+00   3.682E-01
   6.691E+00   3.742E-01  -1.700E+00   4.753E-01  -2.965E+00   3.684E-01
   6.689E+00   3.661E-01  -1.702E+00   4.779E-01  -2.969E+00   3.685E-01
   6.687E+00   3.580E-01  -1.704E+00   4.806E-01  -2.974E+00   3.686E-01
   6.686E+00   3.499E-01  -1.707E+00   4.832E-01  -2.978E+00   3.688E-01
   6.684E+00   3.418E-01  -1.709E+00   4.859E-01  -2.983E+00   3.690E-01
   6.682E+00   3.336E-01  -1.712E+00   4.886E-01  -2.988E+00   3.692E-01
   6.680E+00   3.255E-01  -1.714E+00   4.912E-01  -2.992E+00   3.694E-01
   6.678E+00   3.174E-01  -1.717E+00   4.939E-01  -2.997E+00   3.696E-01
   6.676E+00   3.093E-01  -1.719E+00   4.966E-01  -3.002E+00   3.698E-01
   6.674E+00   3.012E-01  -1.721E+00   4.993E-01  -3.006E+00   3.701E-01
   6.672E+00   2.931E-01  -1.724E+00   5.020E-01  -3.011E+00   3.703E-01
   6.670E+00   2.849E-01  -1.726E+00   5.047E-01  -3.016E+00   3.706E-01
   6.669E+00   2.768E-01  -1.729E+00   5.074E-01  -3.020E+00   3.709E-01
   6.667E+00   2.687E-01  -1.731E+00   5.101E-01  -3.025E+00   3.712E-01
   6.665E+00   2.606E-01  -1.734E+00   5.128E-01  -3.030E+00   3.715E-01
   6.663E+00   2.524E-01  -1.736E+00   5.155E-01  -3.035E+00   3.718E-01
   6.661E+00   2.443E-01  -1.739E+00   5.182E-01  -3.039E+00   3.722E-01
   6.659E+00   2.362E-01  -1.741E+00   5.210E-01  -3.044E+00   3.725E-01
   6.657E+00   2.281E-01  -1.743E+00   5.237E-01  -3.049E+00   3.729E-01
   6.655E+00   2.200E-01  -1.746E+00   5.265E-01  -3.054E+00   3.733E-01
   6.653E+00   2.118E-01  -1.748E+00   5.292E-01  -3.059E+00   3.737E-01
   6.651E+00   2.037E-01  -1.751E+00   5.320E-01  -3.064E+00   3.742E-01
   6.650E+00   1.956E-01  -1.753E+00   5.347E-01  -3.068E+00   3.746E-01
   6.648E+00   1.875E-01  -1.756E+00   5.375E-01  -3.073E+00   3.751E-01
   6.646E+00   1.793E-01  -1.758E+00   5.403E-01  -3.078E+00   3.756E-01
   6.644E+00   1.712E-01  -1.761E+00   5.430E-01  -3.083E+00   3.761E-01
   6.642E+00   1.631E-01  -1.763E+00   5.458E-01  -3.088E+00   3.766E-01
   6.640E+00   1.550E-01  -1.765E+00   5.486E-01  -3.093E+00   3.771E-01
   6.638E+00   1.469E-01  -1.768E+00   5.514E-01  -3.098E+00   3.776E-01
   6.636E+00   1.387E-01  -1.770E+00   5.542E-01  -3.102E+00   3.782E-01
   6.634E+00   1.306E-01  -1.773E+00   5.570E-01  -3.107E+00   3.788E-01
   6.633E+00   1.225E-01  -1.775E+00   5.598E-01  -3.112E+00   3.794E-01
   6.631E+00   1.144E-01  -1.778E+00   5.627E-01  -3.117E+00   3.800E-01
   6.629E+00   1.063E-01  -1.780E+00   5.655E-01  -3.122E+00   3.806E-01
   6.627E+00   9.814E-02  -1.782E+00   5.683E-01  -3.127E+00   3.812E-01
   6.625E+00   9.002E-02  -1.785E+00   5.711E-01  -3.132E+00   3.819E-01
   6.623E+00   8.190E-02  -1.787E+00   5.740E-01  -3.137E+00   3.825E-01
   6.621E+00   7.378E-02  -1.790E+00   5.768E-01  -3.142E+00   3.832E-01
   6.619E+00   6.567E-02  -1.792E+00   5.797E-01  -3.146E+00   3.839E-01
   6.617E+00   5.755E-02  -1.795E+00   5.826E-01  -3.151E+00   3.846E-01
   6.615E+00   4.943E-02  -1.797E+00   5.854E-01  -3.156E+00   3.853E-01
   6.614E+00   4.132E-02  -1.799E+00   5.883E-01  -3.161E+00   3.860E-01
   6.612E+00   3.320E-02  -1.802E+00   5.912E-01  -3.166E+00   3.868E-01
   6.610E+00   2.509E-02  -1.804E+00   5.941E-01  -3.171E+00   3.875E-01
   6.608E+00   1.698E-02  -1.807E+00   5.970E-01  -3.176E+00   3.883E-01
   6.606E+00   8.866E-03  -1.809E+00   5.999E-01  -3.181E+00   3.890E-01
   6.604E+00   7.547E-04  -1.811E+00   6.028E-01  -3.186E+00   3.898E-01
   6.602E+00  -7.355E-03  -1.814E+00   6.057E-01  -3.191E+00   3.906E-01
   6.600E+00  -1.546E-02  -1.816E+00   6.086E-01  -3.196E+00   3.914E-01
   6.598E+00  -2.357E-02  -1.819E+00   6.115E-01  -3.200E+00   3.922E-01
   6.596E+00  -3.168E-02  -1.821E+00   6.144E-01  -3.205E+00   3.931E-01
   6.595E+00  -3.978E-02  -1.823E+00   6.174E-01  -3.210E+00   3.939E-01
   6.593E+00  -4.789E-02  -1.826E+00   6.203E-01  -3.214E+00   3.947E-01
   6.591E+00  -5.599E-02  -1.828E+00   6.233E-01  -3.219E+00   3.956E-01
   6.589E+00  -6.409E-02  -1.830E+00   6.262E-01  -3.223E+00   3.965E-01
   6.587E+00  -7.219E-02  -1.833E+00   6.292E-01  -3.228E+00   3.973E-01
   6.585E+00  -8.029E-02  -1.835E+00   6.322E-01  -3.232E+00   3.982E-01
   6.583E+00  -8.839E-02  -1.837E+00   6.352E-01  -3.236E+00   3.991E-01
   6.581E+00  -9.649E-02  -1.840E+00   6.381E-01  -3.240E+00   4.000E-01
   6.579E+00  -1.046E-01  -1.842E+00   6.411E-01  -3.244E+00   4.009E-01
   6.577E+00  -1.127E-01  -1.844E+00   6.441E-01  -3.248E+00   4.018E-01
   6.575E+00  -1.208E-01  -1.847E+00   6.471E-01  -3.251E+00   4.028E-01
   6.573E+00  -1.289E-01  -1.849E+00   6.501E-01  -3.255E+00   4.037E-01
   6.571E+00  -1.369E-01  -1.851E+00   6.532E-01  -3.258E+00   4.047E-01
   6.570E+00  -1.450E-01  -1.854E+00   6.562E-01  -3.262E+00   4.056E-01
   6.568E+00  -1.531E-01  -1.856E+00   6.592E-01  -3.265E+00   4.066E-01
   6.566E+00  -1.612E-01  -1.858E+00   6.622E-01  -3.268E+00   4.076E-01
   6.564E+00  -1.693E-01  -1.861E+00   6.653E-01  -3.271E+00   4.085E-01
   6.562E+00  -1.774E-01  -1.863E+00   6.683E-01  -3.274E+00   4.095E-01
   6.560E+00  -1.854E-01  -1.865E+00   6.714E-01  -3.277E+00   4.105E-01
   6.558E+00  -1.935E-01  -1.867E+00   6.744E-01  -3.280E+00   4.115E-01
   6.556E+00  -2.016E-01  -1.870E+00   6.775E-01  -3.282E+00   4.126E-01
   6.554E+00  -2.096E-01  -1.872E+00   6.805E-01  -3.285E+00   4.136E-01
   6.552E+00  -2.177E-01  -1.874E+00   6.836E-01  -3.287E+00   4.146E-01
   6.550E+00  -2.258E-01  -1.876E+00   6.866E-01  -3.289E+00   4.157E-01
   6.548E+00  -2.338E-01  -1.878E+00   6.897E-01  -3.292E+00   4.167E-01
   6.546E+00  -2.419E-01  -1.881E+00   6.928E-01  -3.294E+00   4.178E-01
   6.544E+00  -2.500E-01  -1.883E+00   6.959E-01  -3.295E+00   4.188E-01
   6.542E+00  -2.580E-01  -1.885E+00   6.990E-01  -3.297E+00   4.199E-01
   6.540E+00  -2.661E-01  -1.887E+00   7.021E-01  -3.299E+00   4.210E-01
   6.538E+00  -2.741E-01  -1.889E+00   7.052E-01  -3.300E+00   4.220E-01
   6.536E+00  -2.822E-01  -1.891E+00   7.082E-01  -3.302E+00   4.231E-01
   6.534E+00  -2.902E-01  -1.894E+00   7.113E-01  -3.303E+00   4.242E-01
   6.532E+00  -2.983E-01  -1.896E+00   7.144E-01  -3.304E+00   4.254E-01
   6.530E+00  -3.063E-01  -1.898E+00   7.176E-01  -3.305E+00   4.265E-01
   6.529E+00  -3.143E-01  -1.900E+00   7.207E-01  -3.306E+00   4.276E-01
   6.527E+00  -3.224E-01  -1.902E+00   7.238E-01  -3.306E+00   4.288E-01
   6.525E+00  -3.304E-01  -1.904E+00   7.269E-01  -3.307E+00   4.299E-01
   6.523E+00  -3.384E-01  -1.906E+00   7.300E-01  -3.307E+00   4.311E-01
   6.521E+00  -3.465E-01  -1.908E+00   7.331E-01  -3.307E+00   4.323E-01
   6.519E+00  -3.545E-01  -1.910E+00   7.362E-01  -3.307E+00   4.335E-01
   6.517E+00  -3.625E-01  -1.912E+00   7.394E-01  -3.307E+00   4.348E-01
   6.515E+00  -3.705E-01  -1.914E+00   7.425E-01  -3.307E+00   4.360E-01
   6.513E+00  -3.785E-01  -1.916E+00   7.456E-01  -3.307E+00   4.373E-01
   6.511E+00  -3.866E-01  -1.918E+00   7.487E-01  -3.306E+00   4.386E-01
   6.509E+00  -3.946E-01  -1.920E+00   7.518E-01  -3.306E+00   4.399E-01
   6.507E+00  -4.026E-01  -1.922E+00   7.550E-01  -3.305E+00   4.412E-01
   6.505E+00  -4.106E-01  -1.924E+00   7.581E-01  -3.304E+00   4.425E-01
   6.503E+00  -4.186E-01  -1.926E+00   7.612E-01  -3.303E+00   4.439E-01
   6.500E+00  -4.266E-01  -1.928E+00   7.643E-01  -3.302E+00   4.453E-01
   6.498E+00  -4.346E-01  -1.930E+00   7.675E-01  -3.300E+00   4.467E-01
   6.496E+00  -4.425E-01  -1.932E+00   7.706E-01  -3.299E+00   4.482E-01
   6.494E+00  -4.505E-01  -1.934E+00   7.737E-01  -3.297E+00   4.497E-01
   6.492E+00  -4.585E-01  -1.936E+00   7.768E-01  -3.295E+00   4.512E-01
   6.490E+00  -4.665E-01  -1.937E+00   7.799E-01  -3.292E+00   4.528E-01
   6.488E+00  -4.745E-01  -1.939E+00   7.830E-01  -3.290E+00   4.543E-01
   6.486E+00  -4.824E-01  -1.941E+00   7.861E-01  -3.287E+00   4.560E-01
   6.484E+00  -4.904E-01  -1.943E+00   7.892E-01  -3.284E+00   4.576E-01
   6.482E+00  -4.984E-01  -1.945E+00   7.923E-01  -3.280E+00   4.593E-01
   6.480E+00  -5.063E-01  -1.947E+00   7.954E-01  -3.277E+00   4.610E-01
   6.478E+00  -5.143E-01  -1.948E+00   7.984E-01  -3.273E+00   4.627E-01
   6.476E+00  -5.223E-01  -1.950E+00   8.015E-01  -3.269E+00   4.645E-01
   6.474E+00  -5.302E-01  -1.952E+00   8.045E-01  -3.264E+00   4.663E-01
   6.472E+00  -5.382E-01  -1.954E+00   8.076E-01  -3.260E+00   4.682E-01
   6.470E+00  -5.461E-01  -1.955E+00   8.106E-01  -3.255E+00   4.701E-01
   6.468E+00  -5.540E-01  -1.957E+00   8.136E-01  -3.250E+00   4.720E-01
   6.466E+00  -5.620E-01  -1.959E+00   8.166E-01  -3.244E+00   4.740E-01
   6.464E+00  -5.699E-01  -1.960E+00   8.196E-01  -3.238E+00   4.760E-01
   6.461E+00  -5.778E-01  -1.962E+00   8.226E-01  -3.233E+00   4.781E-01
   6.459E+00  -5.858E-01  -1.964E+00   8.255E-01  -3.226E+00   4.802E-01
   6.457E+00  -5.937E-01  -1.965E+00   8.285E-01  -3.220E+00   4.823E-01
   6.455E+00  -6.016E-01  -1.967E+00   8.314E-01  -3.213E+00   4.845E-01
   6.453E+00  -6.095E-01  -1.969E+00   8.343E-01  -3.206E+00   4.867E-01
   6.451E+00  -6.174E-01  -1.970E+00   8.372E-01  -3.199E+00   4.889E-01
   6.449E+00  -6.253E-01  -1.972E+00   8.401E-01  -3.191E+00   4.912E-01
   6.447E+00  -6.332E-01  -1.973E+00   8.429E-01  -3.184E+00   4.935E-01
   6.445E+00  -6.411E-01  -1.975E+00   8.457E-01  -3.176E+00   4.959E-01
   6.442E+00  -6.490E-01  -1.976E+00   8.486E-01  -3.168E+00   4.983E-01
   6.440E+00  -6.569E-01  -1.978E+00   8.513E-01  -3.160E+00   5.008E-01
   6.438E+00  -6.648E-01  -1.979E+00   8.541E-01  -3.152E+00   5.033E-01
   6.436E+00  -6.727E-01  -1.981E+00   8.569E-01  -3.144E+00   5.058E-01
   6.434E+00  -6.806E-01  -1.982E+00   8.596E-01  -3.136E+00   5.084E-01
   6.432E+00  -6.885E-01  -1.984E+00   8.623E-01  -3.128E+00   5.111E-01
   6.430E+00  -6.963E-01  -1.985E+00   8.650E-01  -3.120E+00   5.138E-01
   6.427E+00  -7.042E-01  -1.987E+00   8.676E-01  -3.111E+00   5.165E-01
   6.425E+00  -7.121E-01  -1.988E+00   8.702E-01  -3.103E+00   5.193E-01
   6.423E+00  -7.199E-01  -1.989E+00   8.728E-01  -3.094E+00   5.221E-01
   6.421E+00  -7.278E-01  -1.991E+00   8.754E-01  -3.085E+00   5.249E-01
   6.419E+00  -7.356E-01  -1.992E+00   8.779E-01  -3.076E+00   5.279E-01
   6.417E+00  -7.435E-01  -1.993E+00   8.805E-01  -3.067E+00   5.308E-01
   6.414E+00  -7.513E-01  -1.995E+00   8.830E-01  -3.058E+00   5.338E-01
   6.412E+00  -7.592E-01  -1.996E+00   8.854E-01  -3.049E+00   5.369E-01
   6.410E+00  -7.670E-01  -1.997E+00   8.878E-01  -3.040E+00   5.400E-01
   6.408E+00  -7.748E-01  -1.999E+00   8.903E-01  -3.031E+00   5.432E-01
   6.406E+00  -7.826E-01  -2.000E+00   8.926E-01  -3.021E+00   5.464E-01
   6.404E+00  -7.905E-01  -2.001E+00   8.950E-01  -3.012E+00   5.497E-01
   6.401E+00  -7.983E-01  -2.002E+00   8.973E-01  -3.002E+00   5.530E-01
   6.399E+00  -8.061E-01  -2.004E+00   8.995E-01  -2.992E+00   5.563E-01
   6.397E+00  -8.139E-01  -2.005E+00   9.018E-01  -2.983E+00   5.598E-01
   6.395E+00  -8.217E-01  -2.006E+00   9.040E-01  -2.974E+00   5.632E-01
   6.392E+00  -8.295E-01  -2.007E+00   9.062E-01  -2.965E+00   5.667E-01
   6.390E+00  -8.373E-01  -2.008E+00   9.083E-01  -2.957E+00   5.702E-01
   6.388E+00  -8.451E-01  -2.009E+00   9.104E-01  -2.949E+00   5.738E-01
   6.386E+00  -8.529E-01  -2.010E+00   9.124E-01  -2.941E+00   5.774E-01
   6.384E+00  -8.607E-01  -2.012E+00   9.145E-01  -2.934E+00   5.810E-01
   6.381E+00  -8.685E-01  -2.013E+00   9.165E-01  -2.927E+00   5.847E-01
   6.379E+00  -8.763E-01  -2.014E+00   9.184E-01  -2.920E+00   5.884E-01
   6.377E+00  -8.841E-01  -2.015E+00   9.204E-01  -2.914E+00   5.921E-01
   6.375E+00  -8.919E-01  -2.016E+00   9.223E-01  -2.908E+00   5.958E-01
   6.372E+00  -8.996E-01  -2.017E+00   9.241E-01  -2.902E+00   5.995E-01
   6.370E+00  -9.074E-01  -2.018E+00   9.259E-01  -2.897E+00   6.033E-01
   6.368E+00  -9.152E-01  -2.019E+00   9.277E-01  -2.892E+00   6.070E-01
   6.366E+00  -9.230E-01  -2.020E+00   9.295E-01  -2.888E+00   6.108E-01
   6.363E+00  -9.307E-01  -2.021E+00   9.313E-01  -2.883E+00   6.146E-01
   6.361E+00  -9.385E-01  -2.022E+00   9.330E-01  -2.879E+00   6.183E-01
   6.359E+00  -9.463E-01  -2.023E+00   9.347E-01  -2.875E+00   6.221E-01
   6.357E+00  -9.540E-01  -2.024E+00   9.363E-01  -2.872E+00   6.258E-01
   6.354E+00  -9.618E-01  -2.025E+00   9.379E-01  -2.869E+00   6.296E-01
   6.352E+00  -9.695E-01  -2.026E+00   9.395E-01  -2.866E+00   6.333E-01
   6.350E+00  -9.773E-01  -2.027E+00   9.411E-01  -2.864E+00   6.371E-01
   6.348E+00  -9.850E-01  -2.028E+00   9.427E-01  -2.861E+00   6.408E-01
   6.345E+00  -9.928E-01  -2.029E+00   9.442E-01  -2.859E+00   6.445E-01
   6.343E+00  -1.001E+00  -2.030E+00   9.457E-01  -2.857E+00   6.481E-01
   6.341E+00  -1.008E+00  -2.031E+00   9.471E-01  -2.856E+00   6.518E-01
   6.338E+00  -1.016E+00  -2.031E+00   9.486E-01  -2.854E+00   6.554E-01
   6.336E+00  -1.024E+00  -2.032E+00   9.500E-01  -2.853E+00   6.590E-01
   6.334E+00  -1.031E+00  -2.033E+00   9.514E-01  -2.852E+00   6.626E-01
   6.332E+00  -1.039E+00  -2.034E+00   9.528E-01  -2.851E+00   6.661E-01
   6.329E+00  -1.047E+00  -2.035E+00   9.541E-01  -2.850E+00   6.696E-01
   6.327E+00  -1.055E+00  -2.036E+00   9.555E-01  -2.849E+00   6.731E-01
   6.325E+00  -1.062E+00  -2.037E+00   9.568E-01  -2.849E+00   6.765E-01
   6.322E+00  -1.070E+00  -2.038E+00   9.581E-01  -2.848E+00   6.799E-01
   6.320E+00  -1.078E+00  -2.038E+00   9.593E-01  -2.848E+00   6.833E-01
   6.318E+00  -1.086E+00  -2.039E+00   9.606E-01  -2.848E+00   6.866E-01
   6.316E+00  -1.093E+00  -2.040E+00   9.618E-01  -2.848E+00   6.899E-01
   6.313E+00  -1.101E+00  -2.041E+00   9.630E-01  -2.848E+00   6.931E-01
   6.311E+00  -1.109E+00  -2.042E+00   9.642E-01  -2.849E+00   6.963E-01
   6.309E+00  -1.116E+00  -2.043E+00   9.654E-01  -2.849E+00   6.994E-01
   6.306E+00  -1.124E+00  -2.043E+00   9.666E-01  -2.850E+00   7.025E-01
   6.304E+00  -1.132E+00  -2.044E+00   9.677E-01  -2.851E+00   7.055E-01
   6.302E+00  -1.140E+00  -2.045E+00   9.688E-01  -2.851E+00   7.085E-01
   6.299E+00  -1.147E+00  -2.046E+00   9.699E-01  -2.852E+00   7.114E-01
   6.297E+00  -1.155E+00  -2.046E+00   9.710E-01  -2.853E+00   7.143E-01
   6.295E+00  -1.163E+00  -2.047E+00   9.721E-01  -2.855E+00   7.170E-01
   6.293E+00  -1.170E+00  -2.048E+00   9.732E-01  -2.856E+00   7.198E-01
   6.290E+00  -1.178E+00  -2.049E+00   9.742E-01  -2.857E+00   7.225E-01
   6.288E+00  -1.186E+00  -2.050E+00   9.753E-01  -2.859E+00   7.251E-01
   6.286E+00  -1.194E+00  -2.050E+00   9.763E-01  -2.860E+00   7.276E-01
   6.283E+00  -1.201E+00  -2.051E+00   9.773E-01  -2.862E+00   7.301E-01
   6.281E+00  -1.209E+00  -2.052E+00   9.783E-01  -2.863E+00   7.326E-01
   6.279E+00  -1.217E+00  -2.053E+00   9.793E-01  -2.865E+00   7.350E-01
   6.276E+00  -1.224E+00  -2.053E+00   9.803E-01  -2.867E+00   7.374E-01
   6.274E+00  -1.232E+00  -2.054E+00   9.812E-01  -2.869E+00   7.397E-01
   6.272E+00  -1.240E+00  -2.055E+00   9.822E-01  -2.871E+00   7.420E-01
   6.269E+00  -1.248E+00  -2.056E+00   9.831E-01  -2.874E+00   7.443E-01
   6.267E+00  -1.255E+00  -2.056E+00   9.841E-01  -2.876E+00   7.465E-01
   6.265E+00  -1.263E+00  -2.057E+00   9.850E-01  -2.878E+00   7.486E-01
   6.262E+00  -1.271E+00  -2.058E+00   9.859E-01  -2.881E+00   7.507E-01
   6.260E+00  -1.278E+00  -2.058E+00   9.868E-01  -2.884E+00   7.528E-01
   6.258E+00  -1.286E+00  -2.059E+00   9.877E-01  -2.887E+00   7.549E-01
   6.255E+00  -1.294E+00  -2.060E+00   9.886E-01  -2.890E+00   7.569E-01
   6.253E+00  -1.301E+00  -2.061E+00   9.895E-01  -2.893E+00   7.589E-01
   6.251E+00  -1.309E+00  -2.061E+00   9.904E-01  -2.896E+00   7.609E-01
   6.248E+00  -1.317E+00  -2.062E+00   9.913E-01  -2.900E+00   7.628E-01
   6.246E+00  -1.325E+00  -2.063E+00   9.921E-01  -2.903E+00   7.647E-01
   6.244E+00  -1.332E+00  -2.064E+00   9.930E-01  -2.906E+00   7.666E-01
   6.241E+00  -1.340E+00  -2.064E+00   9.938E-01  -2.910E+00   7.685E-01
   6.239E+00  -1.348E+00  -2.065E+00   9.947E-01  -2.913E+00   7.703E-01
   6.237E+00  -1.355E+00  -2.066E+00   9.955E-01  -2.916E+00   7.721E-01
   6.234E+00  -1.363E+00  -2.066E+00   9.964E-01  -2.919E+00   7.738E-01
   6.232E+00  -1.371E+00  -2.067E+00   9.972E-01  -2.922E+00   7.755E-01
   6.230E+00  -1.379E+00  -2.068E+00   9.980E-01  -2.925E+00   7.772E-01
   6.227E+00  -1.386E+00  -2.069E+00   9.988E-01  -2.927E+00   7.788E-01
   6.225E+00  -1.394E+00  -2.069E+00   9.996E-01  -2.930E+00   7.804E-01
   6.223E+00  -1.402E+00  -2.070E+00   1.000E+00  -2.933E+00   7.819E-01
   6.220E+00  -1.409E+00  -2.071E+00   1.001E+00  -2.935E+00   7.834E-01
   6.218E+00  -1.417E+00  -2.072E+00   1.002E+00  -2.938E+00   7.848E-01
   6.216E+00  -1.425E+00  -2.072E+00   1.003E+00  -2.940E+00   7.862E-01
   6.213E+00  -1.433E+00  -2.073E+00   1.004E+00  -2.942E+00   7.876E-01
   6.211E+00  -1.440E+00  -2.074E+00   1.004E+00  -2.944E+00   7.889E-01
   6.209E+00  -1.448E+00  -2.075E+00   1.005E+00  -2.946E+00   7.901E-01
   6.206E+00  -1.456E+00  -2.075E+00   1.006E+00  -2.948E+00   7.913E-01
   6.204E+00  -1.464E+00  -2.076E+00   1.007E+00  -2.950E+00   7.924E-01
   6.202E+00  -1.471E+00  -2.077E+00   1.007E+00  -2.951E+00   7.935E-01
   6.199E+00  -1.479E+00  -2.077E+00   1.008E+00  -2.953E+00   7.945E-01
   6.197E+00  -1.487E+00  -2.078E+00   1.009E+00  -2.954E+00   7.954E-01
   6.195E+00  -1.495E+00  -2.079E+00   1.010E+00  -2.956E+00   7.963E-01
   6.192E+00  -1.502E+00  -2.080E+00   1.010E+00  -2.958E+00   7.971E-01
   6.190E+00  -1.510E+00  -2.080E+00   1.011E+00  -2.960E+00   7.978E-01
   6.188E+00  -1.518E+00  -2.081E+00   1.012E+00  -2.962E+00   7.985E-01
   6.185E+00  -1.526E+00  -2.082E+00   1.012E+00  -2.964E+00   7.992E-01
   6.183E+00  -1.533E+00  -2.083E+00   1.013E+00  -2.967E+00   7.998E-01
   6.181E+00  -1.541E+00  -2.083E+00   1.014E+00  -2.970E+00   8.004E-01
   6.178E+00  -1.549E+00  -2.084E+00   1.015E+00  -2.973E+00   8.009E-01
   6.176E+00  -1.557E+00  -2.085E+00   1.015E+00  -2.976E+00   8.014E-01
   6.174E+00  -1.564E+00  -2.086E+00   1.016E+00  -2.979E+00   8.018E-01
   6.171E+00  -1.572E+00  -2.086E+00   1.017E+00  -2.982E+00   8.022E-01
   6.169E+00  -1.580E+00  -2.087E+00   1.018E+00  -2.986E+00   8.026E-01
   6.167E+00  -1.587E+00  -2.088E+00   1.019E+00  -2.990E+00   8.029E-01
   6.164E+00  -1.595E+00  -2.088E+00   1.019E+00  -2.994E+00   8.032E-01
   6.162E+00  -1.603E+00  -2.089E+00   1.020E+00  -2.999E+00   8.035E-01
   6.160E+00  -1.611E+00  -2.090E+00   1.021E+00  -3.003E+00   8.037E-01
   6.157E+00  -1.618E+00  -2.091E+00   1.022E+00  -3.008E+00   8.040E-01
   6.155E+00  -1.626E+00  -2.091E+00   1.023E+00  -3.013E+00   8.042E-01
   6.153E+00  -1.634E+00  -2.092E+00   1.024E+00  -3.018E+00   8.044E-01
   6.150E+00  -1.642E+00  -2.092E+00   1.024E+00  -3.024E+00   8.046E-01
   6.148E+00  -1.649E+00  -2.093E+00   1.025E+00  -3.030E+00   8.048E-01
   6.146E+00  -1.657E+00  -2.094E+00   1.026E+00  -3.035E+00   8.049E-01
   6.143E+00  -1.665E+00  -2.094E+00   1.027E+00  -3.041E+00   8.051E-01
   6.141E+00  -1.672E+00  -2.095E+00   1.028E+00  -3.047E+00   8.052E-01
   6.138E+00  -1.680E+00  -2.096E+00   1.029E+00  -3.052E+00   8.054E-01
   6.136E+00  -1.688E+00  -2.096E+00   1.031E+00  -3.058E+00   8.055E-01
   6.134E+00  -1.695E+00  -2.097E+00   1.032E+00  -3.063E+00   8.056E-01
   6.131E+00  -1.703E+00  -2.097E+00   1.033E+00  -3.069E+00   8.056E-01
   6.129E+00  -1.711E+00  -2.098E+00   1.034E+00  -3.074E+00   8.057E-01
   6.127E+00  -1.718E+00  -2.098E+00   1.035E+00  -3.079E+00   8.058E-01
   6.124E+00  -1.726E+00  -2.099E+00   1.036E+00  -3.085E+00   8.058E-01
   6.122E+00  -1.734E+00  -2.099E+00   1.038E+00  -3.090E+00   8.058E-01
   6.119E+00  -1.741E+00  -2.099E+00   1.039E+00  -3.095E+00   8.058E-01
   6.117E+00  -1.749E+00  -2.100E+00   1.040E+00  -3.100E+00   8.057E-01
   6.114E+00  -1.757E+00  -2.100E+00   1.042E+00  -3.105E+00   8.056E-01
   6.112E+00  -1.764E+00  -2.100E+00   1.043E+00  -3.110E+00   8.055E-01
   6.110E+00  -1.772E+00  -2.101E+00   1.044E+00  -3.114E+00   8.054E-01
   6.107E+00  -1.779E+00  -2.101E+00   1.046E+00  -3.119E+00   8.052E-01
   6.105E+00  -1.787E+00  -2.101E+00   1.048E+00  -3.124E+00   8.051E-01
   6.102E+00  -1.795E+00  -2.101E+00   1.049E+00  -3.128E+00   8.048E-01
   6.100E+00  -1.802E+00  -2.102E+00   1.051E+00  -3.132E+00   8.045E-01
   6.097E+00  -1.810E+00  -2.102E+00   1.053E+00  -3.137E+00   8.042E-01
   6.095E+00  -1.817E+00  -2.102E+00   1.054E+00  -3.141E+00   8.039E-01
   6.092E+00  -1.825E+00  -2.102E+00   1.056E+00  -3.146E+00   8.035E-01
   6.090E+00  -1.832E+00  -2.102E+00   1.058E+00  -3.151E+00   8.031E-01
   6.087E+00  -1.840E+00  -2.101E+00   1.060E+00  -3.156E+00   8.026E-01
   6.085E+00  -1.847E+00  -2.101E+00   1.062E+00  -3.161E+00   8.020E-01
   6.082E+00  -1.855E+00  -2.101E+00   1.064E+00  -3.167E+00   8.015E-01
   6.079E+00  -1.862E+00  -2.101E+00   1.067E+00  -3.172E+00   8.009E-01
   6.077E+00  -1.870E+00  -2.100E+00   1.069E+00  -3.178E+00   8.002E-01
   6.074E+00  -1.877E+00  -2.100E+00   1.071E+00  -3.184E+00   7.995E-01
   6.072E+00  -1.884E+00  -2.099E+00   1.074E+00  -3.190E+00   7.987E-01
