# 7.180E-01  1.490E-02  X, Z
#    17                 No. of Elements
#     1   9.133E-01     Atomic No., Normalised Abundance
#     2   8.557E-02
#     6   2.289E-04
#     7   6.764E-05
#     8   5.619E-04
#    10   1.060E-04
#    11   1.925E-06
#    12   3.429E-05
#    13   2.667E-06
#    14   3.200E-05
#    16   1.463E-05
#    18   2.992E-06
#    20   2.068E-06
#    24   4.215E-07
#    25   2.211E-07
#    26   2.919E-05
#    28   1.600E-06
#    t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   6.404E+00  -7.905E-01  -2.001E+00   1.059E+00  -2.894E+00   5.816E-01
   6.401E+00  -7.983E-01  -2.002E+00   1.061E+00  -2.884E+00   5.851E-01
   6.399E+00  -8.061E-01  -2.004E+00   1.062E+00  -2.874E+00   5.887E-01
   6.397E+00  -8.139E-01  -2.005E+00   1.064E+00  -2.865E+00   5.924E-01
   6.395E+00  -8.217E-01  -2.006E+00   1.066E+00  -2.856E+00   5.960E-01
   6.392E+00  -8.295E-01  -2.007E+00   1.067E+00  -2.847E+00   5.997E-01
   6.390E+00  -8.373E-01  -2.008E+00   1.069E+00  -2.839E+00   6.034E-01
   6.388E+00  -8.451E-01  -2.009E+00   1.071E+00  -2.831E+00   6.072E-01
   6.386E+00  -8.529E-01  -2.010E+00   1.072E+00  -2.824E+00   6.109E-01
   6.384E+00  -8.607E-01  -2.012E+00   1.074E+00  -2.817E+00   6.147E-01
   6.381E+00  -8.685E-01  -2.013E+00   1.075E+00  -2.810E+00   6.185E-01
   6.379E+00  -8.763E-01  -2.014E+00   1.077E+00  -2.804E+00   6.223E-01
   6.377E+00  -8.841E-01  -2.015E+00   1.078E+00  -2.799E+00   6.261E-01
   6.375E+00  -8.919E-01  -2.016E+00   1.079E+00  -2.794E+00   6.298E-01
   6.372E+00  -8.996E-01  -2.017E+00   1.081E+00  -2.789E+00   6.336E-01
   6.370E+00  -9.074E-01  -2.018E+00   1.082E+00  -2.785E+00   6.374E-01
   6.368E+00  -9.152E-01  -2.019E+00   1.083E+00  -2.781E+00   6.412E-01
   6.366E+00  -9.230E-01  -2.020E+00   1.085E+00  -2.778E+00   6.449E-01
   6.363E+00  -9.307E-01  -2.021E+00   1.086E+00  -2.775E+00   6.487E-01
   6.361E+00  -9.385E-01  -2.022E+00   1.087E+00  -2.773E+00   6.524E-01
   6.359E+00  -9.463E-01  -2.023E+00   1.088E+00  -2.771E+00   6.561E-01
   6.357E+00  -9.540E-01  -2.024E+00   1.089E+00  -2.769E+00   6.598E-01
   6.354E+00  -9.618E-01  -2.025E+00   1.090E+00  -2.768E+00   6.635E-01
   6.352E+00  -9.695E-01  -2.026E+00   1.092E+00  -2.767E+00   6.671E-01
   6.350E+00  -9.773E-01  -2.027E+00   1.093E+00  -2.767E+00   6.707E-01
   6.348E+00  -9.850E-01  -2.028E+00   1.094E+00  -2.766E+00   6.742E-01
   6.345E+00  -9.928E-01  -2.029E+00   1.095E+00  -2.766E+00   6.778E-01
   6.343E+00  -1.001E+00  -2.030E+00   1.096E+00  -2.766E+00   6.813E-01
   6.341E+00  -1.008E+00  -2.031E+00   1.097E+00  -2.766E+00   6.847E-01
   6.338E+00  -1.016E+00  -2.031E+00   1.098E+00  -2.767E+00   6.881E-01
   6.336E+00  -1.024E+00  -2.032E+00   1.099E+00  -2.767E+00   6.915E-01
   6.334E+00  -1.031E+00  -2.033E+00   1.100E+00  -2.768E+00   6.948E-01
   6.332E+00  -1.039E+00  -2.034E+00   1.101E+00  -2.768E+00   6.981E-01
   6.329E+00  -1.047E+00  -2.035E+00   1.102E+00  -2.769E+00   7.013E-01
   6.327E+00  -1.055E+00  -2.036E+00   1.102E+00  -2.769E+00   7.045E-01
   6.325E+00  -1.062E+00  -2.037E+00   1.103E+00  -2.770E+00   7.076E-01
   6.322E+00  -1.070E+00  -2.038E+00   1.104E+00  -2.771E+00   7.107E-01
   6.320E+00  -1.078E+00  -2.038E+00   1.105E+00  -2.772E+00   7.137E-01
   6.318E+00  -1.086E+00  -2.039E+00   1.106E+00  -2.773E+00   7.166E-01
   6.316E+00  -1.093E+00  -2.040E+00   1.107E+00  -2.774E+00   7.195E-01
   6.313E+00  -1.101E+00  -2.041E+00   1.108E+00  -2.776E+00   7.224E-01
   6.311E+00  -1.109E+00  -2.042E+00   1.108E+00  -2.777E+00   7.252E-01
   6.309E+00  -1.116E+00  -2.043E+00   1.109E+00  -2.778E+00   7.279E-01
   6.306E+00  -1.124E+00  -2.043E+00   1.110E+00  -2.780E+00   7.306E-01
   6.304E+00  -1.132E+00  -2.044E+00   1.111E+00  -2.781E+00   7.332E-01
   6.302E+00  -1.140E+00  -2.045E+00   1.111E+00  -2.782E+00   7.357E-01
   6.299E+00  -1.147E+00  -2.046E+00   1.112E+00  -2.784E+00   7.382E-01
   6.297E+00  -1.155E+00  -2.046E+00   1.113E+00  -2.786E+00   7.405E-01
   6.295E+00  -1.163E+00  -2.047E+00   1.114E+00  -2.787E+00   7.429E-01
   6.293E+00  -1.170E+00  -2.048E+00   1.114E+00  -2.789E+00   7.451E-01
   6.290E+00  -1.178E+00  -2.049E+00   1.115E+00  -2.791E+00   7.473E-01
   6.288E+00  -1.186E+00  -2.050E+00   1.116E+00  -2.793E+00   7.495E-01
   6.286E+00  -1.194E+00  -2.050E+00   1.116E+00  -2.796E+00   7.515E-01
   6.283E+00  -1.201E+00  -2.051E+00   1.117E+00  -2.798E+00   7.535E-01
   6.281E+00  -1.209E+00  -2.052E+00   1.118E+00  -2.801E+00   7.555E-01
   6.279E+00  -1.217E+00  -2.053E+00   1.118E+00  -2.803E+00   7.574E-01
   6.276E+00  -1.224E+00  -2.053E+00   1.119E+00  -2.806E+00   7.593E-01
   6.274E+00  -1.232E+00  -2.054E+00   1.120E+00  -2.809E+00   7.611E-01
   6.272E+00  -1.240E+00  -2.055E+00   1.120E+00  -2.812E+00   7.629E-01
   6.269E+00  -1.248E+00  -2.056E+00   1.121E+00  -2.816E+00   7.646E-01
   6.267E+00  -1.255E+00  -2.056E+00   1.122E+00  -2.819E+00   7.663E-01
   6.265E+00  -1.263E+00  -2.057E+00   1.122E+00  -2.823E+00   7.680E-01
   6.262E+00  -1.271E+00  -2.058E+00   1.123E+00  -2.827E+00   7.696E-01
   6.260E+00  -1.278E+00  -2.058E+00   1.124E+00  -2.831E+00   7.712E-01
   6.258E+00  -1.286E+00  -2.059E+00   1.124E+00  -2.835E+00   7.728E-01
   6.255E+00  -1.294E+00  -2.060E+00   1.125E+00  -2.840E+00   7.743E-01
   6.253E+00  -1.301E+00  -2.061E+00   1.126E+00  -2.844E+00   7.759E-01
   6.251E+00  -1.309E+00  -2.061E+00   1.126E+00  -2.849E+00   7.774E-01
   6.248E+00  -1.317E+00  -2.062E+00   1.127E+00  -2.854E+00   7.788E-01
   6.246E+00  -1.325E+00  -2.063E+00   1.128E+00  -2.859E+00   7.803E-01
   6.244E+00  -1.332E+00  -2.064E+00   1.128E+00  -2.864E+00   7.817E-01
   6.241E+00  -1.340E+00  -2.064E+00   1.129E+00  -2.869E+00   7.832E-01
   6.239E+00  -1.348E+00  -2.065E+00   1.129E+00  -2.874E+00   7.846E-01
   6.237E+00  -1.355E+00  -2.066E+00   1.130E+00  -2.879E+00   7.859E-01
   6.234E+00  -1.363E+00  -2.066E+00   1.131E+00  -2.884E+00   7.873E-01
   6.232E+00  -1.371E+00  -2.067E+00   1.131E+00  -2.889E+00   7.886E-01
   6.230E+00  -1.379E+00  -2.068E+00   1.132E+00  -2.893E+00   7.899E-01
   6.227E+00  -1.386E+00  -2.069E+00   1.133E+00  -2.898E+00   7.911E-01
   6.225E+00  -1.394E+00  -2.069E+00   1.133E+00  -2.902E+00   7.923E-01
   6.223E+00  -1.402E+00  -2.070E+00   1.134E+00  -2.907E+00   7.935E-01
   6.220E+00  -1.409E+00  -2.071E+00   1.135E+00  -2.911E+00   7.947E-01
   6.218E+00  -1.417E+00  -2.072E+00   1.135E+00  -2.915E+00   7.958E-01
   6.216E+00  -1.425E+00  -2.072E+00   1.136E+00  -2.920E+00   7.968E-01
   6.213E+00  -1.433E+00  -2.073E+00   1.137E+00  -2.924E+00   7.979E-01
   6.211E+00  -1.440E+00  -2.074E+00   1.137E+00  -2.928E+00   7.988E-01
   6.209E+00  -1.448E+00  -2.075E+00   1.138E+00  -2.932E+00   7.998E-01
   6.206E+00  -1.456E+00  -2.075E+00   1.139E+00  -2.935E+00   8.006E-01
   6.204E+00  -1.464E+00  -2.076E+00   1.139E+00  -2.939E+00   8.015E-01
   6.202E+00  -1.471E+00  -2.077E+00   1.140E+00  -2.943E+00   8.023E-01
   6.199E+00  -1.479E+00  -2.077E+00   1.140E+00  -2.946E+00   8.030E-01
   6.197E+00  -1.487E+00  -2.078E+00   1.141E+00  -2.950E+00   8.037E-01
   6.195E+00  -1.495E+00  -2.079E+00   1.142E+00  -2.954E+00   8.043E-01
   6.192E+00  -1.502E+00  -2.080E+00   1.142E+00  -2.958E+00   8.049E-01
   6.190E+00  -1.510E+00  -2.080E+00   1.143E+00  -2.962E+00   8.054E-01
   6.188E+00  -1.518E+00  -2.081E+00   1.144E+00  -2.966E+00   8.058E-01
   6.185E+00  -1.526E+00  -2.082E+00   1.144E+00  -2.971E+00   8.063E-01
   6.183E+00  -1.533E+00  -2.083E+00   1.145E+00  -2.976E+00   8.067E-01
   6.181E+00  -1.541E+00  -2.083E+00   1.146E+00  -2.981E+00   8.070E-01
   6.178E+00  -1.549E+00  -2.084E+00   1.147E+00  -2.987E+00   8.073E-01
   6.176E+00  -1.557E+00  -2.085E+00   1.147E+00  -2.992E+00   8.076E-01
   6.174E+00  -1.564E+00  -2.086E+00   1.148E+00  -2.998E+00   8.079E-01
   6.171E+00  -1.572E+00  -2.086E+00   1.149E+00  -3.004E+00   8.081E-01
   6.169E+00  -1.580E+00  -2.087E+00   1.150E+00  -3.010E+00   8.083E-01
   6.167E+00  -1.587E+00  -2.088E+00   1.150E+00  -3.017E+00   8.084E-01
   6.164E+00  -1.595E+00  -2.088E+00   1.151E+00  -3.024E+00   8.086E-01
   6.162E+00  -1.603E+00  -2.089E+00   1.152E+00  -3.031E+00   8.087E-01
   6.160E+00  -1.611E+00  -2.090E+00   1.153E+00  -3.039E+00   8.088E-01
   6.157E+00  -1.618E+00  -2.091E+00   1.154E+00  -3.046E+00   8.089E-01
   6.155E+00  -1.626E+00  -2.091E+00   1.155E+00  -3.054E+00   8.089E-01
   6.153E+00  -1.634E+00  -2.092E+00   1.156E+00  -3.063E+00   8.090E-01
   6.150E+00  -1.642E+00  -2.092E+00   1.157E+00  -3.071E+00   8.090E-01
   6.148E+00  -1.649E+00  -2.093E+00   1.158E+00  -3.080E+00   8.091E-01
   6.146E+00  -1.657E+00  -2.094E+00   1.159E+00  -3.089E+00   8.091E-01
   6.143E+00  -1.665E+00  -2.094E+00   1.160E+00  -3.097E+00   8.091E-01
   6.141E+00  -1.672E+00  -2.095E+00   1.161E+00  -3.106E+00   8.091E-01
   6.138E+00  -1.680E+00  -2.096E+00   1.162E+00  -3.114E+00   8.091E-01
   6.136E+00  -1.688E+00  -2.096E+00   1.163E+00  -3.123E+00   8.091E-01
   6.134E+00  -1.695E+00  -2.097E+00   1.165E+00  -3.131E+00   8.091E-01
   6.131E+00  -1.703E+00  -2.097E+00   1.166E+00  -3.139E+00   8.091E-01
   6.129E+00  -1.711E+00  -2.098E+00   1.167E+00  -3.147E+00   8.090E-01
   6.127E+00  -1.718E+00  -2.098E+00   1.169E+00  -3.154E+00   8.089E-01
   6.124E+00  -1.726E+00  -2.099E+00   1.170E+00  -3.162E+00   8.088E-01
   6.122E+00  -1.734E+00  -2.099E+00   1.171E+00  -3.169E+00   8.087E-01
   6.119E+00  -1.741E+00  -2.099E+00   1.173E+00  -3.177E+00   8.086E-01
   6.117E+00  -1.749E+00  -2.100E+00   1.174E+00  -3.184E+00   8.084E-01
   6.114E+00  -1.757E+00  -2.100E+00   1.176E+00  -3.191E+00   8.082E-01
   6.112E+00  -1.764E+00  -2.100E+00   1.178E+00  -3.197E+00   8.080E-01
   6.110E+00  -1.772E+00  -2.101E+00   1.179E+00  -3.204E+00   8.077E-01
   6.107E+00  -1.779E+00  -2.101E+00   1.181E+00  -3.211E+00   8.074E-01
   6.105E+00  -1.787E+00  -2.101E+00   1.183E+00  -3.217E+00   8.071E-01
   6.102E+00  -1.795E+00  -2.101E+00   1.185E+00  -3.223E+00   8.067E-01
   6.100E+00  -1.802E+00  -2.102E+00   1.186E+00  -3.229E+00   8.063E-01
   6.097E+00  -1.810E+00  -2.102E+00   1.188E+00  -3.235E+00   8.059E-01
   6.095E+00  -1.817E+00  -2.102E+00   1.190E+00  -3.240E+00   8.054E-01
   6.092E+00  -1.825E+00  -2.102E+00   1.192E+00  -3.246E+00   8.048E-01
   6.090E+00  -1.832E+00  -2.102E+00   1.195E+00  -3.253E+00   8.042E-01
   6.087E+00  -1.840E+00  -2.101E+00   1.197E+00  -3.259E+00   8.035E-01
   6.085E+00  -1.847E+00  -2.101E+00   1.199E+00  -3.265E+00   8.028E-01
   6.082E+00  -1.855E+00  -2.101E+00   1.202E+00  -3.271E+00   8.021E-01
   6.079E+00  -1.862E+00  -2.101E+00   1.204E+00  -3.278E+00   8.013E-01
   6.077E+00  -1.870E+00  -2.100E+00   1.207E+00  -3.284E+00   8.004E-01
   6.074E+00  -1.877E+00  -2.100E+00   1.209E+00  -3.291E+00   7.995E-01
   6.072E+00  -1.884E+00  -2.099E+00   1.212E+00  -3.297E+00   7.985E-01
   6.069E+00  -1.892E+00  -2.099E+00   1.215E+00  -3.304E+00   7.974E-01
   6.066E+00  -1.899E+00  -2.098E+00   1.218E+00  -3.311E+00   7.963E-01
   6.064E+00  -1.906E+00  -2.097E+00   1.221E+00  -3.318E+00   7.951E-01
   6.061E+00  -1.914E+00  -2.096E+00   1.225E+00  -3.325E+00   7.939E-01
   6.058E+00  -1.921E+00  -2.095E+00   1.228E+00  -3.332E+00   7.926E-01
   6.055E+00  -1.928E+00  -2.094E+00   1.232E+00  -3.339E+00   7.912E-01
   6.052E+00  -1.935E+00  -2.093E+00   1.236E+00  -3.347E+00   7.897E-01
   6.050E+00  -1.942E+00  -2.091E+00   1.240E+00  -3.354E+00   7.882E-01
   6.047E+00  -1.950E+00  -2.089E+00   1.244E+00  -3.362E+00   7.865E-01
   6.044E+00  -1.957E+00  -2.088E+00   1.248E+00  -3.368E+00   7.848E-01
   6.041E+00  -1.964E+00  -2.086E+00   1.253E+00  -3.375E+00   7.829E-01
   6.038E+00  -1.971E+00  -2.084E+00   1.257E+00  -3.381E+00   7.810E-01
   6.035E+00  -1.978E+00  -2.081E+00   1.263E+00  -3.387E+00   7.789E-01
   6.033E+00  -1.981E+00  -2.080E+00   1.265E+00  -3.390E+00   7.777E-01
   6.030E+00  -1.988E+00  -2.077E+00   1.271E+00  -3.395E+00   7.754E-01
   6.027E+00  -1.995E+00  -2.075E+00   1.276E+00  -3.399E+00   7.729E-01
   6.023E+00  -2.001E+00  -2.071E+00   1.282E+00  -3.403E+00   7.703E-01
   6.020E+00  -2.008E+00  -2.068E+00   1.288E+00  -3.405E+00   7.675E-01
   6.017E+00  -2.014E+00  -2.064E+00   1.295E+00  -3.408E+00   7.644E-01
   6.013E+00  -2.021E+00  -2.061E+00   1.302E+00  -3.409E+00   7.612E-01
   6.010E+00  -2.027E+00  -2.056E+00   1.309E+00  -3.409E+00   7.576E-01
   6.006E+00  -2.033E+00  -2.052E+00   1.317E+00  -3.409E+00   7.538E-01
   6.002E+00  -2.039E+00  -2.046E+00   1.325E+00  -3.407E+00   7.496E-01
   5.999E+00  -2.045E+00  -2.040E+00   1.334E+00  -3.403E+00   7.449E-01
   5.995E+00  -2.051E+00  -2.035E+00   1.343E+00  -3.399E+00   7.402E-01
   5.991E+00  -2.057E+00  -2.029E+00   1.352E+00  -3.394E+00   7.353E-01
   5.987E+00  -2.063E+00  -2.023E+00   1.361E+00  -3.389E+00   7.303E-01
   5.983E+00  -2.069E+00  -2.017E+00   1.370E+00  -3.383E+00   7.253E-01
   5.979E+00  -2.075E+00  -2.011E+00   1.379E+00  -3.376E+00   7.202E-01
   5.975E+00  -2.081E+00  -2.005E+00   1.388E+00  -3.369E+00   7.151E-01
   5.971E+00  -2.087E+00  -1.999E+00   1.397E+00  -3.362E+00   7.099E-01
   5.967E+00  -2.093E+00  -1.994E+00   1.406E+00  -3.354E+00   7.047E-01
   5.963E+00  -2.099E+00  -1.988E+00   1.415E+00  -3.347E+00   6.995E-01
   5.959E+00  -2.105E+00  -1.982E+00   1.424E+00  -3.338E+00   6.943E-01
   5.955E+00  -2.111E+00  -1.976E+00   1.433E+00  -3.330E+00   6.891E-01
   5.951E+00  -2.117E+00  -1.970E+00   1.442E+00  -3.322E+00   6.839E-01
   5.947E+00  -2.123E+00  -1.964E+00   1.451E+00  -3.313E+00   6.787E-01
   5.943E+00  -2.129E+00  -1.958E+00   1.460E+00  -3.305E+00   6.736E-01
   5.939E+00  -2.135E+00  -1.953E+00   1.469E+00  -3.296E+00   6.684E-01
   5.935E+00  -2.141E+00  -1.947E+00   1.478E+00  -3.288E+00   6.633E-01
   5.931E+00  -2.147E+00  -1.941E+00   1.487E+00  -3.280E+00   6.582E-01
   5.927E+00  -2.153E+00  -1.935E+00   1.496E+00  -3.273E+00   6.531E-01
   5.923E+00  -2.159E+00  -1.929E+00   1.505E+00  -3.265E+00   6.480E-01
   5.919E+00  -2.165E+00  -1.923E+00   1.514E+00  -3.258E+00   6.430E-01
   5.915E+00  -2.171E+00  -1.918E+00   1.523E+00  -3.251E+00   6.380E-01
   5.911E+00  -2.177E+00  -1.912E+00   1.532E+00  -3.244E+00   6.331E-01
   5.908E+00  -2.183E+00  -1.906E+00   1.541E+00  -3.238E+00   6.282E-01
   5.904E+00  -2.189E+00  -1.900E+00   1.550E+00  -3.231E+00   6.233E-01
   5.900E+00  -2.195E+00  -1.894E+00   1.559E+00  -3.225E+00   6.185E-01
   5.896E+00  -2.201E+00  -1.888E+00   1.568E+00  -3.219E+00   6.137E-01
   5.892E+00  -2.207E+00  -1.882E+00   1.577E+00  -3.212E+00   6.090E-01
   5.888E+00  -2.213E+00  -1.877E+00   1.586E+00  -3.205E+00   6.043E-01
   5.884E+00  -2.219E+00  -1.871E+00   1.596E+00  -3.197E+00   5.997E-01
   5.880E+00  -2.225E+00  -1.865E+00   1.605E+00  -3.189E+00   5.952E-01
   5.876E+00  -2.231E+00  -1.859E+00   1.614E+00  -3.180E+00   5.908E-01
   5.872E+00  -2.237E+00  -1.853E+00   1.623E+00  -3.171E+00   5.864E-01
   5.868E+00  -2.243E+00  -1.847E+00   1.632E+00  -3.161E+00   5.821E-01
   5.864E+00  -2.249E+00  -1.841E+00   1.641E+00  -3.151E+00   5.778E-01
   5.860E+00  -2.255E+00  -1.836E+00   1.650E+00  -3.140E+00   5.737E-01
   5.856E+00  -2.261E+00  -1.830E+00   1.659E+00  -3.129E+00   5.696E-01
   5.852E+00  -2.267E+00  -1.824E+00   1.667E+00  -3.117E+00   5.656E-01
   5.848E+00  -2.273E+00  -1.818E+00   1.676E+00  -3.106E+00   5.618E-01
   5.844E+00  -2.279E+00  -1.812E+00   1.685E+00  -3.094E+00   5.580E-01
   5.840E+00  -2.286E+00  -1.806E+00   1.694E+00  -3.082E+00   5.542E-01
   5.836E+00  -2.292E+00  -1.800E+00   1.703E+00  -3.071E+00   5.506E-01
   5.832E+00  -2.298E+00  -1.795E+00   1.712E+00  -3.060E+00   5.471E-01
   5.828E+00  -2.304E+00  -1.789E+00   1.721E+00  -3.049E+00   5.437E-01
   5.824E+00  -2.310E+00  -1.783E+00   1.729E+00  -3.038E+00   5.404E-01
   5.820E+00  -2.316E+00  -1.777E+00   1.738E+00  -3.027E+00   5.372E-01
   5.817E+00  -2.322E+00  -1.771E+00   1.747E+00  -3.016E+00   5.341E-01
   5.813E+00  -2.328E+00  -1.765E+00   1.756E+00  -3.006E+00   5.310E-01
   5.809E+00  -2.334E+00  -1.759E+00   1.764E+00  -2.996E+00   5.281E-01
   5.805E+00  -2.340E+00  -1.754E+00   1.773E+00  -2.986E+00   5.253E-01
   5.801E+00  -2.346E+00  -1.748E+00   1.782E+00  -2.976E+00   5.226E-01
   5.797E+00  -2.352E+00  -1.742E+00   1.790E+00  -2.966E+00   5.200E-01
   5.793E+00  -2.358E+00  -1.736E+00   1.799E+00  -2.957E+00   5.175E-01
   5.789E+00  -2.364E+00  -1.730E+00   1.807E+00  -2.947E+00   5.150E-01
   5.785E+00  -2.370E+00  -1.724E+00   1.816E+00  -2.937E+00   5.127E-01
   5.781E+00  -2.376E+00  -1.718E+00   1.825E+00  -2.927E+00   5.104E-01
   5.777E+00  -2.382E+00  -1.713E+00   1.833E+00  -2.916E+00   5.082E-01
   5.773E+00  -2.388E+00  -1.707E+00   1.841E+00  -2.905E+00   5.060E-01
   5.769E+00  -2.394E+00  -1.701E+00   1.850E+00  -2.894E+00   5.039E-01
   5.765E+00  -2.400E+00  -1.695E+00   1.858E+00  -2.882E+00   5.018E-01
   5.761E+00  -2.406E+00  -1.689E+00   1.867E+00  -2.870E+00   4.997E-01
   5.757E+00  -2.412E+00  -1.683E+00   1.875E+00  -2.858E+00   4.977E-01
   5.753E+00  -2.418E+00  -1.678E+00   1.883E+00  -2.845E+00   4.957E-01
   5.749E+00  -2.424E+00  -1.672E+00   1.892E+00  -2.831E+00   4.938E-01
   5.745E+00  -2.430E+00  -1.666E+00   1.900E+00  -2.818E+00   4.918E-01
   5.741E+00  -2.436E+00  -1.660E+00   1.908E+00  -2.805E+00   4.899E-01
   5.737E+00  -2.442E+00  -1.654E+00   1.916E+00  -2.794E+00   4.881E-01
   5.733E+00  -2.448E+00  -1.648E+00   1.924E+00  -2.783E+00   4.863E-01
   5.729E+00  -2.454E+00  -1.642E+00   1.932E+00  -2.772E+00   4.845E-01
   5.726E+00  -2.460E+00  -1.637E+00   1.940E+00  -2.763E+00   4.829E-01
   5.722E+00  -2.466E+00  -1.631E+00   1.948E+00  -2.755E+00   4.813E-01
   5.718E+00  -2.472E+00  -1.625E+00   1.956E+00  -2.748E+00   4.798E-01
   5.714E+00  -2.478E+00  -1.619E+00   1.964E+00  -2.742E+00   4.784E-01
   5.710E+00  -2.484E+00  -1.613E+00   1.972E+00  -2.737E+00   4.771E-01
   5.706E+00  -2.490E+00  -1.607E+00   1.980E+00  -2.734E+00   4.759E-01
   5.702E+00  -2.496E+00  -1.601E+00   1.988E+00  -2.731E+00   4.748E-01
   5.698E+00  -2.502E+00  -1.596E+00   1.996E+00  -2.731E+00   4.739E-01
   5.694E+00  -2.508E+00  -1.590E+00   2.004E+00  -2.732E+00   4.730E-01
   5.690E+00  -2.514E+00  -1.584E+00   2.012E+00  -2.734E+00   4.723E-01
   5.686E+00  -2.520E+00  -1.578E+00   2.020E+00  -2.737E+00   4.717E-01
   5.682E+00  -2.526E+00  -1.572E+00   2.028E+00  -2.742E+00   4.711E-01
   5.678E+00  -2.532E+00  -1.566E+00   2.036E+00  -2.747E+00   4.706E-01
   5.674E+00  -2.538E+00  -1.560E+00   2.044E+00  -2.753E+00   4.702E-01
   5.670E+00  -2.544E+00  -1.555E+00   2.052E+00  -2.761E+00   4.698E-01
   5.666E+00  -2.550E+00  -1.549E+00   2.060E+00  -2.769E+00   4.694E-01
   5.662E+00  -2.556E+00  -1.543E+00   2.068E+00  -2.778E+00   4.691E-01
   5.658E+00  -2.562E+00  -1.537E+00   2.077E+00  -2.787E+00   4.688E-01
   5.654E+00  -2.568E+00  -1.531E+00   2.085E+00  -2.798E+00   4.685E-01
   5.650E+00  -2.574E+00  -1.525E+00   2.093E+00  -2.809E+00   4.682E-01
   5.646E+00  -2.580E+00  -1.519E+00   2.101E+00  -2.820E+00   4.679E-01
   5.642E+00  -2.586E+00  -1.514E+00   2.110E+00  -2.831E+00   4.676E-01
   5.638E+00  -2.592E+00  -1.508E+00   2.118E+00  -2.842E+00   4.673E-01
   5.635E+00  -2.598E+00  -1.502E+00   2.127E+00  -2.852E+00   4.669E-01
   5.631E+00  -2.604E+00  -1.496E+00   2.135E+00  -2.862E+00   4.665E-01
   5.627E+00  -2.610E+00  -1.490E+00   2.144E+00  -2.871E+00   4.660E-01
   5.623E+00  -2.616E+00  -1.484E+00   2.152E+00  -2.880E+00   4.656E-01
   5.619E+00  -2.622E+00  -1.478E+00   2.161E+00  -2.888E+00   4.652E-01
   5.617E+00  -2.625E+00  -1.475E+00   2.165E+00  -2.893E+00   4.650E-01
 
